name,brand,operator,stock_type,address,housenumber,street,city,state,postcode,lat,lon,phone,website,opening_hours,services,osm_type,osm_id,osm_url
,,,,"2525 North 90th Street, Omaha, NE 68134",2525,North 90th Street,Omaha,NE,68134,41.2821739,-96.052282,,,,,node,4089539652,https://www.openstreetmap.org/node/4089539652
,,,,"2624 North 90th Street, Omaha, NE 68134",2624,North 90th Street,Omaha,NE,68134,41.2826133,-96.0531082,,,,,node,4089539688,https://www.openstreetmap.org/node/4089539688
,,,,"L Street Frontage Road South, Ralston, Nebraska 68127",,L Street Frontage Road South,Ralston,Nebraska,68127,41.2118398,-96.0291151,,,,,node,4152780376,https://www.openstreetmap.org/node/4152780376
,,,,"941 North 48th Street, Lincoln, NE 68503",941,North 48th Street,Lincoln,NE,68503,40.8230048,-96.6542562,,,,,node,4242543330,https://www.openstreetmap.org/node/4242543330
,,,,"1616 Cornhusker Highway, Lincoln, Nebraska 68521",1616,Cornhusker Highway,Lincoln,Nebraska,68521,40.8425198,-96.697186,,,,,node,4243896835,https://www.openstreetmap.org/node/4243896835
,,,,"1400 Cornhusker Highway, Lincoln, NE 68521",1400,Cornhusker Highway,Lincoln,NE,68521,40.8398697,-96.7009518,,,,,node,4243896866,https://www.openstreetmap.org/node/4243896866
,,,,"Lowell Avenue, Lincoln, Nebraska 68506",,Lowell Avenue,Lincoln,Nebraska,68506,40.7715213,-96.6545082,,,,,node,4247729859,https://www.openstreetmap.org/node/4247729859
,,,,"East 17th Street, Fremont, Nebraska 68025",,East 17th Street,Fremont,Nebraska,68025,41.4452153,-96.48397,,,,,node,4945104082,https://www.openstreetmap.org/node/4945104082
,,,,"Telluride Drive, Lincoln, NE 68521",,Telluride Drive,Lincoln,NE,68521,40.8792484,-96.6845742,,,,,node,5187548309,https://www.openstreetmap.org/node/5187548309
,,,,"6601 Telluride Drive, Lincoln, NE 68521",6601,Telluride Drive,Lincoln,NE,68521,40.8778381,-96.6846277,,,,,node,5187548597,https://www.openstreetmap.org/node/5187548597
,,,,"Telluride Drive, Lincoln, NE 68521",,Telluride Drive,Lincoln,NE,68521,40.8797895,-96.6841598,,,,,node,5217282102,https://www.openstreetmap.org/node/5217282102
,,,,"North Chestnut Street, Wahoo, Nebraska 68066",,North Chestnut Street,Wahoo,Nebraska,68066,41.2160696,-96.6222455,,,,,node,5220961486,https://www.openstreetmap.org/node/5220961486
,,,,"North Chestnut Street, Wahoo, Nebraska 68066",,North Chestnut Street,Wahoo,Nebraska,68066,41.2163533,-96.6222707,,,,,node,5220961489,https://www.openstreetmap.org/node/5220961489
,,,Used only,"North 33rd Street, Omaha, Nebraska 68111",,North 33rd Street,Omaha,Nebraska,68111,41.2816998,-95.9612812,,,,,node,5352889578,https://www.openstreetmap.org/node/5352889578
,,,,"South Lincoln Avenue, York, NE",,South Lincoln Avenue,York,NE,,40.8379476,-97.5963581,,,,,node,6821478873,https://www.openstreetmap.org/node/6821478873
,,,,"East 3rd Street, Superior, Nebraska 68978",,East 3rd Street,Superior,Nebraska,68978,40.0191334,-98.0662968,,,,,node,11128534807,https://www.openstreetmap.org/node/11128534807
,,,,"4011 Bedford Avenue, Omaha 68111",4011,Bedford Avenue,Omaha,,68111,41.2884368,-95.9724807,,,,,node,12434387782,https://www.openstreetmap.org/node/12434387782
,,,,"Discovery Drive, Omaha, Nebraska 68137",,Discovery Drive,Omaha,Nebraska,68137,41.2029714,-96.1260571,,,,,way,184081704,https://www.openstreetmap.org/way/184081704
,,,Used only,"Q Street, Omaha, Nebraska 68135",,Q Street,Omaha,Nebraska,68135,41.2048297,-96.1162403,,,,,way,184102276,https://www.openstreetmap.org/way/184102276
,,,,"Fort Crook Road North, Bellevue, Nebraska 68005",,Fort Crook Road North,Bellevue,Nebraska,68005,41.1810249,-95.9277154,,,,,way,189973202,https://www.openstreetmap.org/way/189973202
,,,,"Virginia Avenue, Bellevue, Nebraska 68005",,Virginia Avenue,Bellevue,Nebraska,68005,41.1710142,-95.9249579,,,,,way,189974389,https://www.openstreetmap.org/way/189974389
,,,,"John F Kennedy Drive, Bellevue, Nebraska 68005",,John F Kennedy Drive,Bellevue,Nebraska,68005,41.1437649,-95.9127392,,,,,way,189992532,https://www.openstreetmap.org/way/189992532
,,,,"Fort Crook West Frontage Road, Bellevue, Nebraska 68005",,Fort Crook West Frontage Road,Bellevue,Nebraska,68005,41.1700825,-95.9269975,,,,,way,189994613,https://www.openstreetmap.org/way/189994613
,,,,"Fort Crook Frontage Road, Bellevue, Nebraska 68005",,Fort Crook Frontage Road,Bellevue,Nebraska,68005,41.1662635,-95.9265646,,,,,way,189994637,https://www.openstreetmap.org/way/189994637
,,,,"Alberta Avenue, Bellevue, Nebraska 68005",,Alberta Avenue,Bellevue,Nebraska,68005,41.1688462,-95.9271021,,,,,way,189994641,https://www.openstreetmap.org/way/189994641
,,,,"Fort Crook Frontage Road, Bellevue, Nebraska 68005",,Fort Crook Frontage Road,Bellevue,Nebraska,68005,41.166945,-95.9265836,,,,,way,189994646,https://www.openstreetmap.org/way/189994646
,,,,"Fort Crook Frontage Road, Bellevue, Nebraska 68005",,Fort Crook Frontage Road,Bellevue,Nebraska,68005,41.1485818,-95.9288479,,,,,way,190129700,https://www.openstreetmap.org/way/190129700
,,,,"Grundman Boulevard, Nebraska City, Nebraska 68410",,Grundman Boulevard,Nebraska City,Nebraska,68410,40.6595889,-95.8598397,,,,,way,207815499,https://www.openstreetmap.org/way/207815499
,,,,"L Street Frontage Road North, Omaha, Nebraska 68117",,L Street Frontage Road North,Omaha,Nebraska,68117,41.2128411,-96.0074407,,,,,way,399591192,https://www.openstreetmap.org/way/399591192
,,,,"Market Street, Beatrice, Nebraska 68310",,Market Street,Beatrice,Nebraska,68310,40.2645122,-96.7463409,,,,,way,443675716,https://www.openstreetmap.org/way/443675716
,,,Both new & used,"Cuming Street, Omaha, Nebraska 68198",,Cuming Street,Omaha,Nebraska,68198,41.2684878,-95.9808536,,,,,way,478195631,https://www.openstreetmap.org/way/478195631
,,,Used only,"Kaufman Avenue, Grand Island, Nebraska 68803",,Kaufman Avenue,Grand Island,Nebraska,68803,40.9196161,-98.3844692,,,,,way,549333068,https://www.openstreetmap.org/way/549333068
,,,,"2040 O Street, Lincoln, NE 68503",2040,O Street,Lincoln,NE,68503,40.8140789,-96.6912273,,,,,way,605953583,https://www.openstreetmap.org/way/605953583
,,,,"South 136th Street, Omaha, Nebraska 68137",,South 136th Street,Omaha,Nebraska,68137,41.2088713,-96.1262026,,,,,way,608458578,https://www.openstreetmap.org/way/608458578
,,,,"1644 M Street, Lincoln, NE 68508",1644,M Street,Lincoln,NE,68508,40.8116921,-96.6971779,,,,,way,703436293,https://www.openstreetmap.org/way/703436293
,,,Used only,"West Cornhusker Highway, Lincoln, Nebraska 68521",,West Cornhusker Highway,Lincoln,Nebraska,68521,40.8359621,-96.721007,,,,,way,1137654039,https://www.openstreetmap.org/way/1137654039
,,,,"3900 North 27th Street, Lincoln, NE 68521",3900,North 27th Street,Lincoln,NE,68521,40.8509208,-96.6815776,+1-402-464-9397,https://www.eastepswheels.com/,,,way,1138122913,https://www.openstreetmap.org/way/1138122913
,,,,"West 3rd Avenue, Holdrege, Nebraska 68949",,West 3rd Avenue,Holdrege,Nebraska,68949,40.4371515,-99.3883519,,,,,way,1158321674,https://www.openstreetmap.org/way/1158321674
,,,Used only,"L Street Frontage Road South, Omaha, Nebraska 68117",,L Street Frontage Road South,Omaha,Nebraska,68117,41.211895,-96.0195051,,,,,way,1272066490,https://www.openstreetmap.org/way/1272066490
,,,,"West Omaha Avenue, Norfolk, Nebraska 68701",,West Omaha Avenue,Norfolk,Nebraska,68701,42.0185004,-97.4273331,,,,,way,1335266590,https://www.openstreetmap.org/way/1335266590
,,,,"Highway 14, Albion, Nebraska 68620",,Highway 14,Albion,Nebraska,68620,41.6846506,-97.9925135,,,,,way,1530494120,https://www.openstreetmap.org/way/1530494120
